InstanceID,Season,Year,Month,HourofDay,Holiday,DayofWeek,WorkingDay,WeatherForecast,Temperature,FeltTemperature,Humidity,WindSpeed,DayofMonth,AverageRideDurationPreviousDay_Min,City_Detroit,WeekofYear,RidesBooked
76999,Winter,3.0,January,9.0,0.0,Sunday,0.0,Mist,8.380999999999998,13.392600000000002,0.76,0.2239,2.0,18.248,1.0,52.0,60
14678,Winter,3.0,March,5.0,0.0,Saturday,0.0,Clear,13.974,17.0,0.34,0.4179,19.0,30.194,1.0,11.0,6
35402,Spring,4.0,March,15.0,0.0,Thursday,1.0,Clear,17.969,20.6074,0.69,0.194,22.0,15.048,1.0,12.0,912
93988,Summer,4.0,July,21.0,0.0,Wednesday,1.0,Clear,23.562,24.2114,0.62,0.0,18.0,33.909,1.0,29.0,957
84065,Summer,4.0,July,2.0,0.0,Monday,1.0,Clear,20.366,21.6376,0.74,0.0,30.0,27.982,1.0,31.0,24
89960,Winter,4.0,February,14.0,0.0,Sunday,0.0,Clear,-0.4079999999999996,4.120800000000001,0.4,0.5224,12.0,6.867,1.0,6.0,333
98693,Summer,4.0,September,3.0,0.0,Wednesday,1.0,Clear,13.175,16.483200000000004,0.77,0.0896,12.0,12.679,1.0,37.0,21
88253,Winter,3.0,January,16.0,0.0,Friday,1.0,Mist,1.1900000000000002,7.211400000000001,0.37,0.1642,7.0,11.33,,1.0,261
39302,Summer,4.0,July,9.0,0.0,Sunday,0.0,Clear,27.557,27.818800000000003,0.5,0.1045,8.0,30.952,1.0,27.0,726
12139,Summer,4.0,August,15.0,0.0,Tuesday,1.0,Clear,25.959,25.758400000000005,0.46,0.2239,14.0,22.813,1.0,33.0,849
38953,Fall,3.0,December,2.0,0.0,Tuesday,1.0,Clear,1.1900000000000002,8.7584,0.8,0.0,13.0,22.067,1.0,50.0,6
97015,Summer,4.0,September,23.0,0.0,Friday,1.0,Clear,17.169999999999998,20.0906,0.73,0.3284,21.0,9.284,1.0,38.0,558
46177,Winter,3.0,January,5.0,0.0,Saturday,0.0,Clear,-0.4079999999999996,7.728200000000001,0.59,0.0,15.0,10.748,,2.0,3
43153,Winter,4.0,January,5.0,0.0,Sunday,0.0,LightRain,-0.4079999999999996,5.151000000000001,0.74,0.2239,22.0,10.55,1.0,3.0,9
35230,Spring,3.0,April,22.0,0.0,Thursday,1.0,Clear,14.773,17.5168,0.45,0.1642,28.0,32.693,1.0,17.0,459
35540,Spring,3.0,March,19.0,0.0,Sunday,0.0,Clear,5.185,9.7886,0.31,0.2239,27.0,20.434,1.0,12.0,309
98848,Fall,4.0,September,18.0,0.0,Sunday,0.0,Clear,14.773,17.5168,0.37,0.194,23.0,31.618,1.0,38.0,1620
85219,Summer,4.0,September,5.0,0.0,Wednesday,1.0,Clear,13.175,16.483200000000004,0.72,0.0896,12.0,14.74,1.0,37.0,144
34225,Summer,4.0,June,5.0,0.0,Monday,1.0,Clear,19.567000000000004,21.1208,0.74,0.1642,25.0,15.518,1.0,26.0,129
13309,Winter,4.0,February,8.0,0.0,Sunday,0.0,Clear,-3.604,2.5772000000000004,0.53,0.2537,12.0,10.86,1.0,6.0,78
11064,Fall,4.0,December,19.0,0.0,Monday,1.0,Clear,13.974,17.0,0.77,0.2836,10.0,21.999,1.0,50.0,1281
36742,Fall,4.0,October,0.0,0.0,Sunday,0.0,Clear,10.778,14.9396,0.54,0.1642,21.0,8.07,1.0,42.0,462
72229,Summer,4.0,September,2.0,0.0,Tuesday,1.0,Clear,12.376,15.9698,0.77,0.1642,11.0,12.998,1.0,37.0,18
25458,Winter,3.0,February,20.0,0.0,Tuesday,1.0,Mist,1.989,7.728200000000001,0.87,0.1343,1.0,29.043,1.0,5.0,222
73016,Spring,3.0,May,9.0,0.0,Wednesday,1.0,Clear,20.366,21.6376,0.65,0.0896,25.0,16.466,1.0,21.0,702
66691,Fall,3.0,December,8.0,0.0,Thursday,1.0,Clear,1.989,7.211400000000001,0.55,0.2836,8.0,21.689,1.0,49.0,1287
23040,Summer,3.0,August,22.0,0.0,Wednesday,1.0,Clear,21.165,22.151,0.65,0.194,17.0,22.686,1.0,33.0,513
45629,Winter,4.0,January,23.0,0.0,Tuesday,1.0,Clear,5.984000000000001,11.848999999999998,0.76,0.0,24.0,8.218,1.0,4.0,297
75253,Spring,3.0,March,18.0,0.0,Sunday,0.0,Clear,5.185,9.7886,0.33,0.194,27.0,8.481,1.0,12.0,411
61913,Spring,3.0,May,2.0,0.0,Sunday,0.0,Clear,12.376,15.9698,0.63,0.0,8.0,16.398,1.0,18.0,177
16399,Summer,3.0,June,4.0,0.0,Sunday,0.0,Clear,17.169999999999998,20.6074,0.64,0.0896,26.0,6.542,1.0,25.0,33
65279,Winter,4.0,December,8.0,0.0,Sunday,0.0,Clear,-1.2069999999999992,5.6678,0.69,0.1045,23.0,22.019,1.0,51.0,144
62096,Spring,4.0,March,12.0,0.0,Saturday,0.0,Clear,12.376,15.9698,0.67,0.0,31.0,31.303,1.0,13.0,1863
72149,Summer,4.0,August,3.0,0.0,Saturday,0.0,LightRain,17.969,19.5772,0.83,0.1642,11.0,20.45,1.0,32.0,63
49178,Spring,4.0,April,11.0,0.0,Thursday,1.0,Mist,11.577,15.453000000000005,0.94,0.2239,26.0,9.416,1.0,17.0,453
63046,Fall,3.0,November,8.0,0.0,Tuesday,1.0,Clear,5.984000000000001,11.3322,0.93,0.1045,8.0,17.655,1.0,45.0,1398
11126,Fall,3.0,October,16.0,0.0,Wednesday,1.0,Clear,18.768,21.1208,0.47,0.3284,5.0,13.82,1.0,40.0,846
40977,Summer,3.0,July,1.0,0.0,Friday,1.0,Clear,19.567000000000004,21.1208,0.5,0.0,1.0,14.968,1.0,26.0,93
26243,Winter,3.0,January,21.0,0.0,Friday,1.0,Mist,1.989,7.728200000000001,0.75,0.1343,28.0,21.164,1.0,4.0,174
17323,Summer,3.0,June,4.0,0.0,Friday,1.0,Clear,19.567000000000004,20.6074,0.83,0.0896,24.0,11.542,1.0,25.0,27
10366,Fall,3.0,November,10.0,0.0,Friday,1.0,Clear,3.5870000000000006,8.241600000000002,0.41,0.2836,18.0,34.564,1.0,46.0,345
20617,Spring,4.0,May,10.0,0.0,Saturday,0.0,Clear,15.572000000000005,18.0302,0.49,0.0896,12.0,22.852,1.0,19.0,1233
99265,Fall,3.0,September,1.0,0.0,Friday,,Clear,13.974,17.0,0.77,0.0896,30.0,12.499,1.0,39.0,69
91917,Spring,4.0,June,2.0,0.0,Monday,1.0,Clear,14.773,17.5168,0.77,0.2239,18.0,16.544,1.0,25.0,27
74196,Winter,3.0,February,9.0,0.0,Wednesday,1.0,Clear,-2.006,4.6376,0.39,0.1642,9.0,29.937,1.0,6.0,369
61328,Summer,3.0,August,15.0,0.0,Thursday,1.0,Mist,22.763,23.698,0.7,0.0,25.0,32.081,1.0,34.0,396
14270,Summer,3.0,July,11.0,0.0,Tuesday,1.0,Clear,25.959,24.2114,0.3,0.0,26.0,25.037,1.0,30.0,453
43791,Fall,4.0,October,4.0,0.0,Wednesday,1.0,Mist,17.169999999999998,17.0,1.0,0.0,3.0,17.005,1.0,40.0,33
14668,Fall,3.0,October,3.0,0.0,Thursday,1.0,Clear,13.175,16.483200000000004,0.82,0.4627,20.0,12.004,1.0,42.0,3
92308,Spring,4.0,March,9.0,0.0,Friday,1.0,Clear,6.783,11.3322,0.57,0.1642,30.0,19.654,1.0,13.0,963
93906,Winter,4.0,February,1.0,0.0,Wednesday,1.0,Clear,4.386000000000002,9.2718,0.61,0.1642,8.0,11.739,1.0,6.0,30
96796,Fall,3.0,November,7.0,0.0,Sunday,0.0,Clear,3.5870000000000006,9.2718,0.87,0.1045,6.0,11.151,1.0,44.0,84
69162,Summer,3.0,September,23.0,0.0,Tuesday,1.0,LightRain,14.773,17.5168,0.94,0.2537,6.0,12.521,1.0,36.0,174
94957,Summer,3.0,August,15.0,0.0,Sunday,0.0,Clear,24.361000000000004,23.698,0.43,0.3582,28.0,13.683,1.0,34.0,1407
37544,Fall,3.0,October,20.0,0.0,Tuesday,1.0,Clear,11.577,15.453000000000005,0.67,0.1045,25.0,27.851,1.0,43.0,744
88021,Summer,4.0,June,10.0,0.0,Wednesday,1.0,Clear,21.165,21.6376,0.37,0.2537,27.0,6.603,1.0,26.0,516
87983,Spring,4.0,June,16.0,0.0,Friday,1.0,Clear,21.963999999999995,22.151,0.37,0.194,15.0,21.014,1.0,24.0,1674
60392,Spring,4.0,April,10.0,0.0,Thursday,1.0,Clear,12.376,15.9698,0.63,0.0896,19.0,29.958,1.0,16.0,567
46390,Summer,3.0,July,13.0,0.0,Saturday,0.0,Clear,25.959,24.2114,0.3,0.1045,2.0,31.989,1.0,26.0,1212
93962,Winter,4.0,December,12.0,0.0,Monday,1.0,Mist,4.386000000000002,10.302,0.56,0.0896,24.0,14.667,1.0,52.0,405
58237,Summer,4.0,June,6.0,0.0,Tuesday,1.0,Clear,13.974,17.0,0.52,0.2985,26.0,25.794,1.0,26.0,564
17749,Winter,4.0,February,23.0,0.0,Monday,1.0,Clear,5.185,10.302,0.65,0.1343,6.0,29.103,1.0,6.0,138
73084,Summer,4.0,July,21.0,0.0,Tuesday,1.0,LightRain,18.768,19.5772,0.89,0.1045,10.0,8.492,1.0,28.0,270
82076,Spring,3.0,May,8.0,0.0,Friday,1.0,Clear,19.567000000000004,21.1208,0.74,0.2836,27.0,22.677,1.0,21.0,1254
21424,Winter,4.0,February,18.0,0.0,Sunday,0.0,Clear,6.783,10.8188,0.36,0.2836,26.0,31.034,1.0,8.0,648
84019,Summer,3.0,July,0.0,0.0,Tuesday,1.0,Clear,22.763,23.698,0.66,0.1045,19.0,27.302,1.0,29.0,153
92931,Fall,3.0,December,15.0,0.0,Tuesday,1.0,Mist,10.778,14.9396,0.54,0.0,20.0,14.413,1.0,51.0,462
38554,Winter,3.0,December,17.0,0.0,Thursday,1.0,Mist,10.778,14.9396,0.67,0.1642,22.0,27.26,1.0,51.0,1068
32678,Spring,3.0,April,22.0,0.0,Tuesday,1.0,Clear,12.376,15.9698,0.77,0.0896,19.0,5.409,1.0,16.0,336
52706,Spring,4.0,May,16.0,0.0,Wednesday,1.0,Clear,21.963999999999995,22.667800000000003,0.51,0.1642,30.0,29.345,1.0,22.0,1194
55275,Winter,4.0,March,20.0,0.0,Monday,1.0,Clear,3.5870000000000006,7.728200000000001,0.37,0.4627,5.0,16.74,1.0,10.0,537
35111,Summer,3.0,September,13.0,0.0,Wednesday,1.0,Mist,19.567000000000004,21.1208,0.74,0.1642,21.0,22.836,1.0,38.0,543
37345,Fall,4.0,November,22.0,0.0,Tuesday,1.0,Clear,2.788,8.241600000000002,0.81,0.1642,27.0,5.142,1.0,48.0,291
45128,Summer,4.0,July,12.0,0.0,Sunday,0.0,Clear,23.562,23.698,0.55,0.3284,29.0,21.013,1.0,30.0,1533
75969,Winter,3.0,March,3.0,0.0,Saturday,0.0,Clear,2.788,7.728200000000001,0.65,0.2537,12.0,17.118,1.0,10.0,21
11968,Fall,4.0,December,21.0,0.0,Friday,1.0,Clear,5.185,10.302,0.75,0.1642,14.0,,1.0,50.0,516
33964,Fall,3.0,November,9.0,0.0,Tuesday,1.0,Clear,9.18,13.909400000000002,0.66,0.1642,1.0,33.723,1.0,44.0,666
80649,Spring,4.0,May,23.0,0.0,Wednesday,1.0,LightRain,12.376,15.9698,0.82,0.194,9.0,19.592,1.0,19.0,165
95684,Winter,3.0,January,21.0,0.0,Monday,1.0,Clear,-1.2069999999999992,5.151000000000001,0.63,0.1642,24.0,19.398,1.0,4.0,177
12580,Spring,3.0,March,22.0,0.0,Tuesday,1.0,Mist,9.18,13.909400000000002,0.58,0.2537,22.0,15.102,1.0,12.0,210
65969,Spring,3.0,April,11.0,0.0,Thursday,1.0,Clear,10.778,14.9396,0.41,0.2836,21.0,15.11,1.0,16.0,399
60007,Winter,4.0,March,3.0,0.0,Sunday,0.0,Clear,2.788,8.241600000000002,0.6,0.1343,11.0,24.525,1.0,10.0,198
43304,Summer,4.0,August,13.0,0.0,Sunday,0.0,LightRain,19.567000000000004,20.6074,0.78,0.4179,26.0,15.755,1.0,34.0,1623
33766,Winter,3.0,January,17.0,0.0,Sunday,0.0,Clear,-1.2069999999999992,3.6074,0.26,0.3881,23.0,8.241,1.0,3.0,165
91326,Summer,3.0,July,20.0,0.0,Sunday,0.0,Clear,25.16,25.758400000000005,0.55,0.3284,31.0,10.097,1.0,30.0,825
17224,Spring,4.0,May,13.0,0.0,Thursday,1.0,Clear,14.773,17.5168,0.39,0.4478,10.0,27.747,1.0,19.0,954
16156,Fall,4.0,November,5.0,0.0,Wednesday,1.0,Mist,4.386000000000002,8.7584,0.52,0.3284,7.0,29.017,1.0,45.0,81
20381,Spring,3.0,April,16.0,0.0,Sunday,0.0,Clear,22.763,22.667800000000003,0.48,0.3881,24.0,19.806,1.0,16.0,1077
54145,Spring,4.0,April,11.0,0.0,Tuesday,1.0,Clear,12.376,15.9698,0.23,0.0,3.0,31.935,1.0,14.0,774
94088,Fall,4.0,October,10.0,0.0,Sunday,0.0,Mist,9.979,14.422800000000002,0.67,0.194,7.0,31.607,1.0,40.0,555
40131,Summer,4.0,August,5.0,0.0,Friday,1.0,Clear,18.768,20.0906,0.78,0.0,24.0,15.674,1.0,34.0,114
93727,,3.0,July,4.0,0.0,Wednesday,1.0,Clear,20.366,21.6376,0.83,0.0,20.0,12.121,1.0,29.0,12
93038,Spring,3.0,May,16.0,0.0,Thursday,1.0,Mist,25.16,25.2416,0.49,0.3582,26.0,7.773,1.0,21.0,873
37831,Winter,4.0,January,,0.0,Wednesday,1.0,Clear,4.386000000000002,8.7584,0.52,0.3284,18.0,24.742,1.0,3.0,606
44641,Fall,4.0,October,1.0,0.0,Monday,1.0,Mist,16.371,18.547,0.64,0.3881,15.0,15.139,1.0,42.0,87
68832,Spring,4.0,April,18.0,0.0,Tuesday,1.0,Clear,17.169999999999998,20.6074,0.26,0.1642,3.0,29.679,1.0,14.0,2400
57253,Spring,3.0,May,8.0,0.0,Friday,1.0,,14.773,17.5168,0.68,0.0,20.0,9.231,1.0,20.0,1551
94565,Fall,3.0,December,18.0,0.0,Friday,1.0,Clear,9.18,13.909400000000002,0.5,0.0,2.0,11.851,1.0,48.0,1116
10615,Summer,4.0,August,19.0,0.0,Wednesday,1.0,Mist,19.567000000000004,21.1208,0.74,0.0,22.0,33.134,1.0,34.0,1740
55829,Spring,3.0,June,10.0,0.0,Wednesday,1.0,Mist,23.562,25.2416,0.75,0.2537,1.0,29.295,1.0,22.0,345
37626,Fall,3.0,,21.0,0.0,Saturday,0.0,Clear,17.969,19.5772,0.83,0.0896,24.0,32.75,1.0,38.0,666
42611,Fall,3.0,December,11.0,0.0,Wednesday,1.0,Mist,6.783,12.3624,0.55,0.0,14.0,18.604,1.0,50.0,345
98319,Summer,3.0,June,4.0,0.0,Monday,1.0,Mist,17.169999999999998,19.0604,0.83,0.1642,27.0,29.895,1.0,26.0,27
72738,Spring,4.0,April,18.0,0.0,Saturday,0.0,Clear,14.773,17.5168,0.18,0.2985,7.0,16.786,1.0,14.0,1551
14555,Fall,3.0,October,8.0,0.0,Thursday,1.0,LightRain,14.773,17.5168,1.0,0.0896,13.0,24.001,1.0,41.0,627
56296,Fall,3.0,October,2.0,0.0,Thursday,1.0,Clear,15.572000000000005,18.0302,0.88,0.4478,20.0,9.298,1.0,42.0,12
57318,Spring,4.0,June,12.0,0.0,Monday,1.0,LightRain,15.572000000000005,18.0302,0.78,0.1343,18.0,,1.0,25.0,504
19058,Spring,3.0,April,9.0,0.0,Wednesday,1.0,Clear,19.567000000000004,21.1208,0.61,0.2836,20.0,16.272,1.0,16.0,591
57240,Spring,4.0,May,12.0,0.0,Friday,1.0,Clear,15.572000000000005,18.0302,0.28,0.4179,11.0,7.518,1.0,19.0,1044
31869,Fall,3.0,October,16.0,0.0,Wednesday,1.0,LightRain,15.572000000000005,18.0302,0.94,0.1642,19.0,27.34,1.0,42.0,603
73976,Spring,3.0,March,23.0,0.0,Tuesday,1.0,Mist,5.984000000000001,11.3322,0.57,0.1045,29.0,5.226,1.0,13.0,105
24065,Spring,4.0,June,8.0,0.0,Tuesday,1.0,Mist,12.376,15.9698,0.77,0.2239,5.0,8.209,1.0,23.0,2130
19631,Spring,3.0,March,12.0,0.0,Saturday,0.0,Clear,5.185,9.7886,0.36,0.194,26.0,6.922,1.0,12.0,681
32500,Fall,4.0,November,10.0,0.0,Saturday,0.0,Mist,3.5870000000000006,7.728200000000001,0.44,0.2985,24.0,34.272,1.0,47.0,426
98108,Spring,3.0,May,9.0,0.0,Tuesday,1.0,Mist,18.768,20.6074,0.73,0.194,24.0,26.273,1.0,21.0,414
30783,Fall,4.0,October,7.0,0.0,Wednesday,1.0,Clear,13.175,16.483200000000004,0.88,0.0896,24.0,25.037,1.0,43.0,1578
73595,Spring,4.0,April,2.0,0.0,Monday,1.0,Clear,9.979,14.422800000000002,0.71,0.1343,30.0,21.417,1.0,18.0,24
89663,Summer,3.0,July,13.0,0.0,Thursday,1.0,Clear,28.356,30.3926,0.56,0.2985,21.0,20.875,1.0,29.0,306
45153,Winter,3.0,March,3.0,0.0,Saturday,0.0,Mist,14.773,17.5168,0.39,0.3284,19.0,16.774,1.0,11.0,24
97232,Winter,3.0,February,23.0,0.0,Friday,1.0,Clear,0.3909999999999992,8.241600000000002,0.69,0.0,11.0,29.749,1.0,6.0,159
19745,Spring,3.0,June,7.0,0.0,Wednesday,1.0,Clear,19.567000000000004,21.1208,0.74,0.1045,8.0,14.493,1.0,23.0,1059
86011,Summer,3.0,August,15.0,0.0,Tuesday,1.0,Clear,29.155,26.27180000000001,0.25,0.2836,2.0,22.102,1.0,31.0,504
60805,Winter,4.0,March,18.0,0.0,Wednesday,1.0,Clear,15.572000000000005,18.0302,0.4,0.4627,7.0,10.657,1.0,10.0,1632
61014,Spring,3.0,May,18.0,0.0,Tuesday,1.0,Clear,17.169999999999998,20.0906,0.69,0.2985,17.0,14.631,1.0,20.0,1440
94372,Summer,3.0,July,20.0,0.0,Wednesday,1.0,Clear,21.165,22.667800000000003,0.84,0.1642,13.0,32.341,1.0,28.0,1026
89454,Fall,3.0,November,8.0,0.0,Thursday,1.0,LightRain,6.783,10.302,0.61,0.2985,17.0,31.507,1.0,46.0,1065
30061,Fall,3.0,November,16.0,0.0,Sunday,0.0,Mist,13.974,17.0,0.63,0.1343,20.0,19.3,1.0,46.0,918
50498,Fall,4.0,September,7.0,0.0,Saturday,0.0,Clear,12.376,15.9698,0.67,0.2836,29.0,19.635,1.0,39.0,219
61975,Winter,3.0,February,10.0,0.0,Tuesday,1.0,Clear,1.989,6.1812000000000005,0.47,0.5522,8.0,26.095,1.0,6.0,144
80195,Winter,3.0,March,8.0,0.0,Friday,1.0,Clear,4.386000000000002,9.2718,0.7,0.2537,11.0,18.415,1.0,10.0,777
34972,Winter,3.0,February,2.0,,Monday,1.0,,1.1900000000000002,8.7584,0.8,0.0,7.0,27.504,1.0,6.0,9
95110,Fall,3.0,September,16.0,0.0,Friday,1.0,Clear,17.969,21.1208,0.53,0.2239,30.0,19.671,1.0,39.0,1080
80939,Winter,4.0,January,17.0,0.0,Monday,1.0,Clear,7.581999999999998,11.848999999999998,0.21,0.194,30.0,27.559,1.0,5.0,1314
18319,Winter,4.0,February,19.0,0.0,Wednesday,1.0,Clear,8.380999999999998,13.392600000000002,0.43,0.1642,15.0,29.096,1.0,7.0,933
15070,Winter,3.0,January,2.0,0.0,Wednesday,1.0,LightRain,1.989,7.728200000000001,0.93,0.1343,19.0,20.915,1.0,3.0,9
27370,Winter,4.0,March,23.0,0.0,Monday,1.0,Clear,1.989,6.1812000000000005,0.37,0.5821,5.0,5.537,1.0,10.0,93
58074,Spring,4.0,May,17.0,0.0,Tuesday,1.0,Clear,25.959,25.758400000000005,0.46,0.4179,29.0,34.015,1.0,22.0,2343
12220,Winter,3.0,March,10.0,0.0,Tuesday,1.0,Mist,5.185,9.7886,0.33,0.194,8.0,32.718,1.0,10.0,213
55523,Winter,3.0,December,11.0,0.0,Tuesday,1.0,LightRain,5.984000000000001,11.3322,0.66,0.1045,27.0,10.037,1.0,52.0,90
83869,Winter,3.0,January,2.0,0.0,Thursday,1.0,Clear,3.5870000000000006,9.2718,0.56,0.0,20.0,23.923,1.0,,6
23399,Fall,4.0,November,23.0,0.0,Monday,1.0,Clear,3.5870000000000006,9.2718,0.6,0.1343,5.0,13.424,1.0,45.0,159
71468,Summer,4.0,June,0.0,0.0,Saturday,0.0,LightRain,18.768,19.5772,0.89,0.1642,30.0,33.377,1.0,26.0,207
54458,Fall,4.0,November,4.0,0.0,Wednesday,1.0,Clear,4.386000000000002,9.7886,0.87,0.1045,21.0,18.069,1.0,47.0,30
25407,Summer,3.0,August,13.0,0.0,Tuesday,1.0,Clear,27.557,25.2416,0.3,0.2239,2.0,16.055,1.0,31.0,609
61341,Fall,3.0,December,14.0,0.0,Sunday,0.0,Clear,5.185,11.3322,0.28,0.0,11.0,28.46,1.0,49.0,726
98293,Winter,4.0,,22.0,1.0,Monday,0.0,Mist,5.185,9.2718,0.49,0.3582,16.0,23.255,1.0,3.0,129
96767,Winter,4.0,January,13.0,0.0,Saturday,0.0,Clear,1.989,7.211400000000001,0.44,0.2836,14.0,10.172,1.0,2.0,660
72180,Spring,3.0,April,19.0,0.0,Saturday,0.0,Clear,15.572000000000005,18.0302,0.83,0.2836,23.0,17.999,1.0,16.0,849
58652,Winter,3.0,February,4.0,0.0,Saturday,0.0,LightRain,1.989,7.728200000000001,0.93,0.1343,5.0,31.245,1.0,5.0,24
63151,Winter,3.0,December,3.0,0.0,Tuesday,1.0,Mist,5.185,9.7886,0.61,0.2239,27.0,24.632,1.0,52.0,9
20790,Spring,4.0,April,20.0,0.0,Sunday,0.0,Clear,18.768,21.1208,0.5,0.2239,15.0,14.639,1.0,15.0,873
93728,Fall,3.0,October,1.0,0.0,Sunday,0.0,Clear,7.581999999999998,12.879200000000004,0.87,0.0,23.0,21.509,1.0,42.0,213
59150,Spring,4.0,April,21.0,1.0,Monday,0.0,Clear,20.366,21.6376,0.51,0.2537,16.0,6.271,1.0,16.0,813
42912,Summer,3.0,July,11.0,0.0,Wednesday,1.0,Mist,21.963999999999995,23.698,0.74,0.0,6.0,11.502,1.0,27.0,381
57937,Fall,3.0,October,1.0,0.0,Tuesday,1.0,Mist,9.18,13.909400000000002,0.87,0.1045,4.0,5.127,1.0,40.0,27
65229,Fall,4.0,November,6.0,0.0,Sunday,0.0,Clear,4.386000000000002,9.7886,0.61,0.1343,4.0,6.431,1.0,44.0,48
89321,Winter,4.0,February,16.0,0.0,Monday,1.0,Clear,9.18,13.909400000000002,0.43,0.2537,6.0,29.056,,6.0,684
36262,Summer,3.0,July,0.0,0.0,Wednesday,1.0,Clear,21.963999999999995,23.698,0.74,0.194,6.0,28.261,1.0,27.0,111
38821,Fall,4.0,November,18.0,0.0,Thursday,1.0,Clear,9.18,13.909400000000002,0.24,0.4179,8.0,26.802,1.0,45.0,1521
88626,Winter,,March,11.0,0.0,Sunday,0.0,Mist,10.778,14.9396,0.82,0.1642,18.0,8.213,1.0,11.0,1104
50265,Fall,3.0,November,17.0,0.0,Sunday,,Clear,10.778,14.9396,0.62,0.1642,6.0,10.011,1.0,44.0,768
38818,Winter,3.0,,22.0,0.0,Sunday,0.0,Mist,1.989,6.698,1.0,0.3881,6.0,34.347,1.0,9.0,30
25404,Summer,4.0,September,11.0,0.0,Sunday,0.0,Clear,19.567000000000004,21.1208,0.47,0.2537,9.0,7.105,1.0,36.0,1755
58615,Summer,3.0,September,16.0,0.0,Monday,1.0,Mist,17.169999999999998,20.6074,0.6,0.1642,19.0,17.481,1.0,38.0,789
50212,Fall,4.0,November,4.0,0.0,Saturday,0.0,Mist,5.984000000000001,10.302,0.49,0.2985,3.0,28.209,1.0,44.0,48
45015,Winter,4.0,March,5.0,0.0,Wednesday,1.0,Clear,4.386000000000002,8.7584,0.56,0.2985,7.0,9.205,1.0,10.0,54
27359,Summer,3.0,August,21.0,0.0,Wednesday,1.0,Clear,19.567000000000004,21.1208,0.61,0.0896,31.0,33.649,1.0,35.0,603
92077,Fall,4.0,October,17.0,0.0,Saturday,0.0,Clear,14.773,17.5168,0.37,0.2239,20.0,18.149,1.0,42.0,2193
18202,Summer,4.0,August,23.0,0.0,Tuesday,1.0,Clear,21.963999999999995,23.1812,0.66,0.1642,14.0,22.477,1.0,33.0,501
25224,Spring,4.0,March,11.0,0.0,Friday,1.0,Mist,7.581999999999998,12.879200000000004,0.53,0.0,30.0,22.567,1.0,13.0,603
26750,Summer,3.0,July,22.0,0.0,Thursday,1.0,Clear,25.959,29.3624,0.71,0.1642,21.0,28.397,1.0,29.0,447
71891,Spring,4.0,June,19.0,0.0,Thursday,1.0,Clear,21.165,22.151,0.48,0.2537,14.0,28.928,1.0,24.0,1737
93419,Fall,4.0,October,,0.0,Friday,1.0,Mist,14.773,17.5168,0.83,0.1642,26.0,25.433,1.0,43.0,933
82981,Summer,4.0,July,20.0,0.0,Friday,1.0,Clear,24.361000000000004,25.2416,0.59,0.1045,27.0,32.891,1.0,30.0,1062
49656,Spring,4.0,April,4.0,0.0,Sunday,0.0,Mist,10.778,14.9396,0.77,0.1642,22.0,22.937,1.0,16.0,21
47691,Summer,3.0,September,4.0,0.0,Monday,1.0,Mist,13.175,16.483200000000004,0.77,0.1642,19.0,31.953,1.0,38.0,24
15383,Spring,3.0,April,21.0,0.0,Monday,1.0,Mist,21.165,21.6376,0.3,0.4478,4.0,25.903,1.0,14.0,285
83384,Winter,3.0,March,10.0,0.0,Sunday,0.0,Clear,9.979,14.422800000000002,0.47,0.2537,13.0,27.09,1.0,10.0,366
40577,Winter,4.0,December,15.0,0.0,Saturday,0.0,Clear,5.984000000000001,9.2718,0.33,0.5821,22.0,15.66,1.0,51.0,459
25548,Spring,4.0,March,20.0,0.0,Monday,1.0,Clear,9.18,13.909400000000002,0.26,0.5224,26.0,18.057,1.0,13.0,663
80056,Spring,4.0,May,20.0,0.0,Saturday,0.0,Clear,17.169999999999998,19.5772,0.78,0.2537,5.0,28.207,1.0,18.0,927
65943,Spring,4.0,April,8.0,0.0,Saturday,0.0,Clear,6.783,10.8188,0.34,0.2537,7.0,28.087,1.0,14.0,369
55309,Summer,4.0,September,7.0,0.0,Monday,1.0,Clear,13.974,17.0,0.68,0.2239,10.0,20.221,1.0,37.0,1341
38418,Fall,3.0,November,5.0,0.0,Wednesday,1.0,LightRain,11.577,15.453000000000005,0.94,0.1045,16.0,23.105,1.0,46.0,39
36619,Summer,4.0,September,17.0,0.0,Saturday,0.0,Clear,22.763,22.667800000000003,0.51,0.3284,22.0,30.368,1.0,38.0,1938
18819,Summer,4.0,August,13.0,0.0,Monday,1.0,Clear,25.16,25.2416,0.49,0.2239,6.0,13.556,1.0,32.0,867
63740,Fall,4.0,October,0.0,0.0,Saturday,0.0,Clear,11.577,15.453000000000005,0.82,0.1343,20.0,23.626,1.0,42.0,369
31652,Winter,4.0,February,0.0,0.0,Tuesday,1.0,Clear,9.979,14.422800000000002,0.54,0.1343,28.0,24.858,1.0,9.0,30
76110,Fall,3.0,October,20.0,0.0,Saturday,0.0,Clear,13.974,17.0,0.77,0.1045,8.0,32.193,1.0,40.0,606
21038,Spring,4.0,May,17.0,0.0,Saturday,0.0,Clear,22.763,22.151,0.3,0.0896,19.0,7.124,1.0,20.0,1878
34570,Spring,3.0,May,7.0,0.0,Saturday,0.0,Clear,17.169999999999998,19.0604,0.83,0.2537,28.0,6.048,1.0,21.0,150
80564,Fall,4.0,December,13.0,0.0,Thursday,1.0,Clear,7.581999999999998,11.848999999999998,0.34,0.194,13.0,19.165,1.0,50.0,813
